Key,Key,Summary,Summary_suggested,Issue Type,Status,Assignee,Priority,Story Points,Epic Link,Fix Version/s,Labels,Components,flag_missing_ac,flag_no_estimate,flag_no_owner,flag_vague_summary,groomability_score,AC_suggested,Description,Description_suggested
DF-55,37186.0,Create Data Product Access Package,Create Data Product Access Package,Story,Done,Dhruv Modi,Highest,,,,Emissions,Entra/Active Directory,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","# Create a single viewer AD group (e.g., SG_ALL_IT_DF_*<business_team_abbrv>*_ALL_DATA_VIEWER_*<IN|CF>*) to secure viewer access to the data in Unity Catalog (e.g., keyera_*<business_team>_<env>*).
# Create a single viewer AD group (e.g., SG_ALL_IT_DF_*<business_team_abbrv>*_ALL_APP_VIEWER_*<IN|CF>*) to secure viewer access to the Power BI application or any Databricks Dashboards.",
DF-54,37184.0,Create Business User Access Package,Create Business User Access Package,Story,User Testing,Scott Drennan,Highest,,,,Emissions,Entra/Active Directory,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","Tasks related to provisioning data analyst access to a given data product are grouped into a “Business User Access Package.” The intention is to ensure that the business is equipped to quickly and easily take advantage of every new data product delivered. [See the project Technical Standards for more information.|https://keyera.atlassian.net/wiki/spaces/DF/pages/19104642/Technical+Standards#Business-User-Access-Package]

# Create a single internal, developer APP AD group (e.g., SG_ALL_IT_DF_*<business_team_abbrv>*_ALL_APPS_DEVELOPER_*<IN|CF>*) to secure the PowerBI workspace, the compute clusters, and the writable unity catalog location.
## Note: This is required per team, not per data product.
# Create a PowerBI workspace for the business team to publish and share visualizations created in Power BI.
# Create a Unity Catalog location (e.g., keyera_sandbox_*<business_team>*) to allows the business team to save queries, notebooks, and tables within the Databricks (Lakehouse-Production) workspace.
# Create required compute clusters (SQL and General Compute) specific to the business team allowing read and write, attached to the appropriate workspace. Clusters must be tagged (at minimum) with {{""cost_centre"" = ""<business_team>""}}. Cost policies must be applied to each cluster limiting usage to CAD $100 / day / cluster.",
DF-53,37181.0,Enable force bundle deployment to environments,Enable force bundle deployment to environments,Story,Done,Mateo Fidabel,Highest,,,,Emissions,Code Management,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","Currently when deployed resources (dashboards, workflows, etc) are manually changed on the Dev/Test/Prod workspaces, the cicd pipeline fails due to conflicts in the bundle. As a result, a dev would have to do the deployment from their machine into the desired environment. 

!image-20250502-154800.png|width=665,height=339,alt=""image-20250502-154800.png""!



This issue has happened a few times with dashboards when a quick fix had to be manually done in production, or someone opens a deployed dashboard in Draft. 



Proposed fix: Create three manually triggered, separate custom pipelines that would force deploy the bundle to Dev, Test, and Prod. ",
DF-50,37174.0,Review Bitbucket user access - document deployment requirements,Review Bitbucket user access - document deployment requirements,Task,Backlog,Oliver Kim,High,,,,df-architecture,Code Management,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",Document requirement for upgraded Bitbucket license - determine the tradeoffs between sticking with the existing Bitbucket standard license and upgrading to Bitbucket premium for finer grained access controls for deployment,
DF-49,37173.0,Move Bitbucket code repos to new workspace under the project.,Move Bitbucket code repos to new workspace under the project.,Task,Done,Oliver Kim,Medium,,,,df-architecture,Code Management,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-45,37169.0,Publish tables to keyera_enterprise_<env>.gold_tips - main business tables,Publish tables to keyera_enterprise_<env>.gold_tips - main business tables,Story,Done,Svetlana Garaev,High,,,,BD,Data Transformation,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","# Publish to keyera_enterprise_<env>.gold_tips the following tables (details can be found here [Data_Products.xlsx|https://keyeracorp.sharepoint.com/:x:/r/sites/EXT-DS-DataFoundations-ExternalSharing/_layouts/15/Doc.aspx?sourcedoc=%7BB33C26E2-B483-4302-B7AA-569BD698F7A8%7D&file=Data_Products.xlsx&action=default&mobileredirect=true]):
## Meter Hierarchy
## Posted Volume
## Deductions / Deductions Report",
DF-44,37168.0,Ingest Reference Tables from TIPS,Ingest Reference Tables from TIPS,Story,Done,Lee Pattison,Highest,,,,BD,Data Ingestion,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","Publish to keyera_enterprise_<env>.silver_tips the following tables (details can be found here: [Gold additional tables - TIPS.docx|https://keyeracorp.sharepoint.com/:w:/r/sites/EXT-DS-DataFoundations-ExternalSharing/Data%20Foundations%20Sharing%20Library/Data%20Products/TIPS%20Queries/Gold%20additional%20tables%20-%20TIPS.docx?d=wc2f0d4096aeb4cf891a9a178001b55da&csf=1&web=1&e=sTWCkE])

* -Product_Descriptions [complete]-
* -Fee_type_descriptions [complete]-
* Disposition_descriptions [https://keyera.atlassian.net/browse/DF-276|https://keyera.atlassian.net/browse/DF-276|smart-link] 
* Account_meter_type [https://keyera.atlassian.net/browse/DF-276|https://keyera.atlassian.net/browse/DF-276|smart-link] 
* Rec_status [https://keyera.atlassian.net/browse/DF-276|https://keyera.atlassian.net/browse/DF-276|smart-link] 
* -Volume_type [complete]-
* Physical_Contractual[https://keyera.atlassian.net/browse/DF-276|https://keyera.atlassian.net/browse/DF-276|smart-link] 
* Contractual_uom[https://keyera.atlassian.net/browse/DF-276|https://keyera.atlassian.net/browse/DF-276|smart-link] 
* Production_Facility_type [https://keyera.atlassian.net/browse/DF-276|https://keyera.atlassian.net/browse/DF-276|smart-link] ",
DF-40,37164.0,Create a PowerBI workspace for the Measurement Analyst team to publish and share visualizations created in Power BI,Create a PowerBI workspace for the Measurement Analyst team to publish and share visualizations created in Power BI,Story,Done,Dhruv Modi,High,,,,Measurement,Power BI,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-39,37163.0,Create FreshService Catalog Item(s) and Provisioning Workflows - Measurement,Create FreshService Catalog Item(s) and Provisioning Workflows - Measurement,Story,Done,Jordan Richter,High,,,,Measurement,FreshService,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","Catalog item+s+ will include:

* All | Analyst | PowerBI App
* All | Everyone | PowerBI App
* All | Business Users | Access Package
* Compositions | Everyone | Databricks Dashboard
* Production Volumes | Everyone | Databricks Dashboard",
DF-38,37162.0,"Create a single internal, viewer, DATA AD (SG_ALL_IT_DF_MEA_ALL_DATA_VIEWER_IN) to secure keyera_measurement_<env>","Create a single internal, viewer, DATA AD (SG_ALL_IT_DF_MEA_ALL_DATA_VIEWER_IN) to secure keyera_measurement_<env>",Story,Done,Dhruv Modi,High,,,,Measurement,Entra/Active Directory,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-37,37161.0,"Setup of Data security groups (AD group, Databricks wrapper group) for Measurement catalog including the new daily volumes table","Setup of Data security groups (AD group, Databricks wrapper group) for Measurement catalog including the new daily volumes table",Story,Done,Scott Drennan,Low,,,,Fundamentals,Entra/Active Directory,True,True,False,False,55,"1) Given reglas esperadas por fuente When corro validador de grupos Then no hay desviaciones y se emite reporte firmado
2) Given un usuario fuera de regla When detecto la desviación Then se abre ticket 'Access‑Fix' y se notifica a SecOps",,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-29,37153.0,Publish tables to keyera_enterprise_<env>.gold_dearman,Publish tables to keyera_enterprise_<env>.gold_dearman,Story,User Testing,Zackary Oleitschuk,Low,,,,CommercialOps,Data Transformation,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta",,"Problem Statement:

Goal / Outcome:

Scope:
- 

Out of Scope:
- 

Acceptance Criteria:
1) Given <state> When <action> Then <result>
2) Given <state> When <action> Then <result>

Data / Interfaces:

Dependencies:

Risks & Assumptions:

Definition of Done:
- AC pasan en dev/QA
- Docs actualizadas (link)
- Alertas/monitoring (si aplica)
"
DF-28,37152.0,Create Venting Emissions workflow,Create Venting Emissions workflow,Story,Done,Mateo Fidabel,Highest,,,,Emissions,Data Transformation,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","*Why*

Venting emissions comes from blanket gas, compressor seals, and analyzers. 

* Note#1: In the Equip to Analysis Lookup sheet, an allocated volume method column was added. Allocated volume method = 3, denotes the Rate method which involves calculating allocated volume = rate * equip hours. This calculation is already captured in the equip_alloc_volumes table. 

*What*

Venting emission pre-requisites and requirements have been added in the attached excel file. Major steps include (steps defined in the excel):

*Pre-requisites for Venting Emissions requirements:*

# Add the Mol weight constants to the Gas Properties tab in Sustainability Dataset
# The venting analysis groups have been added the ""meter to analysis group"" tab in the sustainability Dataset 
# The total volume for the analysis group has been calculate in <workflow name> with results placed in 'keyera_sustainability_dev.silver_air_emissions_v2.equip_allocated_volumes' table (see Note #1)
# Existing schema for keyera_sustainability_dev.silver_air_emissions_v2.emissions_compositional_grouping  updated to include additional columns: *mol_weight, mass_frac_co2, mass_frac_ch4*
# Calculate the ""Mol Weight"" of each sample 
# Calculate the ""Mass Fraction of C02"" for each sample
# Calculate the ""Mass Fraction of CH4"" for each sample

*Venting Emissions Requirements:*

# Create a new table: keyera_sustainability_<env>.gold_air_emissions_v2.venting_emissions_metrics.
# Calculate c02_emissions_t with the following calculation: Analysis group allocated volume * (Mol weight / Ideal Gas Constant) * C02 Mass Fraction
# Calculate ch4_emissions_t with the following calculation: Analysis group allocated volume * (Mol weight / Ideal Gas Constant) * CH4 Mass Fraction
# Calculate co2e_emissions_t with the following calculation: (c02_emissions_t *Global Warming Potential of C02 Constant)+ (ch4_emissions_t * Global Warming Potential of CH4 Constant)",
DF-27,37151.0,Daily Production Volumes,Daily Production Volumes,Epic,Done,Gladys Salas,Medium,,,,Measurement,,True,True,False,False,55,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","* *Business Owner:* Tyson van Leusden
* *Business Lead:* Deana Bruce

*Why is/isn’t this urgent?*

Volumetric data is fundamental to all business lines and to enabling our analysts.

# Publish the daily production volumes table as a gold table within Measurement catalog [[LP1]|#]
## Jira: [[DF-9] Move Measurements: Production Volumes dataset query to gold table - JIRA|https://keyera.atlassian.net/browse/DF-9]
## Setup of Data security groups (AD group, Databricks wrapper group) for Measurement catalog including the new daily volumes table
# Create a single internal, viewer, DATA AD (SG_ALL_IT_DF_MEA_ALL_DATA_VIEWER_IN) to secure keyera_measurement_<env>
# Create a FreshService catalog item (approver: Tania Nezic) for access requests
# Create a PowerBI workspace for the Measurement Analyst team to publish and share visualizations created in Power BI
# Create a Unity Catalog location (keyera_sandbox_measurement) to allows the Measurement analyst team to save queries, notebooks, and tables within Databricks (Lakehouse)
# Create a require compute clusters (SQL and General Compute) specific the Measurement Analyst team allowing read and write
# Create a single internal, developer APP AD group (SG_ALL_IT_DF_MEA_ALL_APPS_DEVELOPER_IN) to secure the PowerBI workspace, the compute clusters, and the writable unity catalog location.",
DF-26,37148.0,Automate Compositions data upload for Flaring,Automate Compositions data upload for Flaring,Story,Backlog,,Medium,,,,Emissions,Data Ingestion,True,True,True,False,35,"1) Given estado inicial conocido When ejecuto la acción Then obtengo resultado verificable
2) Given un error esperado When ocurre Then queda log y rollback/alerta","Currently, Colton manually enters compositions for Flaring emissions into the sustainability excel. MMS may be able to provide this data via a new analysis group (weighted inlet composition analysis) but discussions with Measurements need to happen.



Screenshot of excel sheet where Colton enters compositions

!image-20250501-194652.png|width=1906,height=643,alt=""image-20250501-194652.png""!

Tasks to consider:

# Ingest weighted inlet composition analysis data into Databricks
# Update downstream emissions workflows

From previous discussions with Colton, the weighted inlet composition analysis may be done for all sites except for Rimbey but this should be confirmed.",
